Index,Speech,ThemeLabel
5170,счета и карты,9
3870,так у меня вопрос по интернет банку,8
1626,у меня еще не с нее сложно мне звонили,3
2894,по действующим о кредиту,5
5220,кредиту,10
3657,интернет банк невозможно зайти в интернет банк,8
4826,из,9
4825,вопрос карточку задать вопрос,9
210,как найти для тех,0
3993,интересует вот онлайн банк,8
10392,специалист по работе с физическими лицами,21
6933,у нас не работает банкомат,16
1346,я не знаю заблокировали у меня карточку или нет как можно будет это узнать,2
11870,меня интересует алло кредит заявка,24
13173,номер при свои не счета,32
5797,блин кредит,10
12465,здравствуйте вчера пришло смс,27
3245,сегодня заканчивается сегодня,7
10068,оператор мне нужен,21
7714,ко пришел не на ваш счет кредит,18
9004,вопросы по текущим карте,18
4034,здравствуйте просьба выслать а интернет ой по сбыту и пароль для входа в интернет банк,8
880,в где находитесь,0
10484,номер телефона своего операционист,21
7729,вопрос по платежки,18
2654,выплаты кредита,5
8252,меня интересует есть ли в вашем банке снять с карты деньги с другого банка сколько берет,18
4135,операционная отдел,8
10755,не знаю прислали смску получить карту,23
6095,а что за денежный кредит,10
8058,нашел чужую карту,18
7138,меня интересует мой текущий вклад,17
10556,ага плохо работала сотрудников банка,21
9911,мне нужна консультация,21
12705,я хотел узнать какие у вас процентные ставки годовых,29
10171,диспетчер,21
3347,меня кредит мне просрочка по кредиту,7
3100,как перевести деньги,6
12359,у нас не работает терминал,25
6122,меня интересует кредитование,10
2630,куда мне можно обратиться чтобы закрыть кредит,5
12624,здравствуйте здравствуйте мне,27
7455,по действующей карте по здесь,18
3319,и задолжность по хочу снизить сумму,7
3832,а и не может быть и системы интернет банк про,8
10447,мне нужно связаться с менеджером банк,21
12151,хочу взять ответить,24
12162,мне надо узнать списал со ли у меня кредит,24
11472,я уже оформила мне нужен результат по кредиту,24
6425,телекард,11
11180,а что оформить кредит,24
10293,соединить с сотрудником банка,21
3884,по банковским гарантиям с кем можно поговорить,8
12509,м я оставляла заявку здравствуйте мне пришла,27
9882,среди меня с оператор,21
4706,информация по картам,9
529,номер телефона филиала в нижнем тагиле на вот на строителей пятнадцать,0
2683,платеж по действующим кредиту,5
3651,риска поддержка,8
6956,банкомат то зажевал карту,16
1749,звонков перезвоните по этому номеру соединим же дайте,3
5063,если во карта,9
7944,узнать остаток по карте,18
7920,наличные снятие,18
9271,интересует списание по зарплатной карте,18
11618,я хочу взять три,24
4471,тысячи карт,9
8770,погасить долг,18
12430,алло здравствуйте я этот год,27
2873,действующей кредит оплата,5
2886,как в погашение кредита,5
453,я снимала деньги в терминале банкомате мне о недодал денег деньги застряли в банкомате что мне делать,0
6712,тенге,14
5874,нет при и кредит,10
12277,меня интересует как получить у вас кредит вот без справок,24
4899,дебетово карта,9
5906,меня интересует потребительский кредит я пенсионер,10
8008,как положить на баланс карты,18
12392,так лен претензии,26
7210,текущих вклад,17
11309,плате получение кредита,24
7525,сколько времени уходит и перевод с карты на карту сбербанка,18
5805,как о кредита,10
1401,мне сказали ждать звонка либо смску бы за сферы николай,3
1753,вы звонили мне поэтому я перезваниваю я не ответил,3
2681,я хотела бы поговорить по за по кредиту закрыла и закрыла и я его но не у меня есть вопросы по нему,5
4124,ну нужен от код клиент банк как получить,8
10973,кредит хочу оформить,24
407,работа с сегодня банкоматов,0
7623,по действующим картам,18
768,адрес банка на на ленинском проспекте,0
2954,части погашение кредит,5
3648,техническая поддержка интернет банка,8
11139,при вашем приглашение взять кредит,24
6953,карточку не выдает,16
4768,во так а то что карта,9
6237,да уменьшен исков со по поводу кредита,10
12941,закрыть счет расчетной,31
3304,не пришла смс что у меня задолженность по кредиту у меня не задолжность это забыла банке,7
10310,да из прав там а потом оператор на хранение,21
7141,получить вклад,17
9831,мне нужен разговор со специалистом по кредитам,21
6538,доллары,12
11595,пришло сообщение на получение кредита которые я я не заказу,24
8041,я кредит заплатила почему не приходят смски что я не заплатила кредит и счета два рубля,18
3820,при входе в интернет банк у нас вы не выдает ошибку мы не можно найти в интернет банк,8
6064,алло автокредит,10
11246,алло меня интересует рефинансирование,24
6333,не слышу у вас,10
3544,обновление клиент банка,8
9481,узнать,19
3463,личный кабинет,8
9071,разблокировали или счета у меня,18
9358,кредит алло кредитные карты,19
5932,наличие да,10
11397,я хочу взять как,24
6345,кредит в рамках зарплатного проекта,10
6799,не офис на сормово то вот можно там по этой и поэтому курсу купить,14
6604,мне нужно с стоимость до долго доллара,12
4987,мою карту,9
12734,про меня интересует процентная ставка процентов алло,29
8778,сумму заплатить,18
8756,а мне просто пришло смс кодом,18
6,интересует места расположения город тюмень,0
3329,справка о задолженности,7
1933,что звонили что хотела,3
3609,не пришла смска с паролем от э клиент банка,8
4529,карт,9
4995,курске карты,9
9702,специалисты,21
13086,мне на номер лицевого счета,32
5691,банк не проводите,10
6234,мне прислали смску что мне могут дать кредит тридцать тысяч рублей,10
3346,если на какой то долг в какой то до по по этой по кредиту,7
4803,возврат возврат денег на карту,9
10087,мне нужно оператора,21
9406,пин код по кредиту по,19
11133,я хочу оставить заявку на кредит,24
10095,связаться э оператора можно,21
7393,я хотела бы отменить платежки,18
8292,на карты пропали деньги,18
6952,у меня к это самое банкомат проглотил карточку не выдает мне деньги не карточку назад,16
10937,заявка на кредит,24
1591,года что сделано уже звонок,3
3738,как зайти в личный кабинет,8
7456,добрый платежи,18
12453,здравствуйте я хочу,27
11047,узнать заявку на кредит,24
543,снятие денег с банкомата,0
11032,я хотел бы узнать одобрен но и при выборе кредит мне или нет не о новый,24
927,алло нам нужен телефон вашем отделении в городе выдали все,0
11291,я хотела бы узнать по поводу кредита,24
6580,скажите пожалуйста курс какой курс доллара поменять сегодня доллар нужно никакой вас курс,12
10471,человек,21
3620,интернет банк в а это интернет банк в а это,8
1632,вами сами звонили вот я перезвоню,3
2127,ко вклада,4
11392,вопрос по получению кредита одобрения заявки,24
3922,у меня вопрос по интернет банку,8
2580,платеж по кредит с по кредиту,5
9374,меня интересует нельзя ли продлить срок пользование к кредитные карты,19
8994,с оператором хочу поговорить с оператором,18
9670,а проценты,20
12295,проблема с терминалом,25
5197,я почему то не читает по стоит не,10
9041,я хочу узнать поступил ли платеж на карту,18
6853,курс то,14
10794,я хочу заменить карту,23
3297,я хотела бы узнать полную задолженность с своего как,7
4817,алло с карты,9
10679,оформление карта,23
7359,активировать ключ,18
1090,на мне сервис процентов по июне банкомата,0
10412,я пытаюсь дозвониться до специалиста который набирал мне,21
123,отделение санкт петербурге,0
7418,нет это действующих карт,18
6166,кредит без семь,10
11364,я хочу узнать насчет кредита разобраться на своем кредитного то это на по,24
11048,узнать решение по кредиту,24
3955,интернет банке,8
3000,перевел деньги с лицевого счета,6
4587,по поводу карт,9
4502,мы вставляя карточку мы стали,9
1967,алло здравствуйте у меня алло здравствуйте мне звонили только что с часа,3
4218,мне нужно в челябинске башкирский карты на челябинск,9
9321,я какой то одобрен кредит,19
8650,прошел ли платеж по карте,18
3254,якобы закончились купюры,7
12452,здравствуйте да мне при,27
3863,не приходит смс оповещения с паролем для входа в банк,8
7856,деньги отправить на карту,18
13062,хотел узнать лицевой счет,32
3723,забыла пароль для входа в интернет банк,8
8690,возврат платежа,18
10960,меня интересует взять кредит у вас,24
12917,я сегодня оставляла заявку на открытие расчетного счета это фирма урал,31
1488,мне позвонили по поводу открытия счета,3
8643,перечислили предприятий перечислила зарплату банк а на карту деньги не пришли,18
6181,что у меня кредит интересует,10
926,улица адрес,0
6462,нет мне вопрос вопрос по кредитной карте,11
357,соединить с магнитогорске в отделение,0
12505,здравствуйте я,27
12652,нет алло заявка на кредитную карту,28
8369,я неправильно ввел пин код и терминал забрал мою карту,18
7776,как перевести со своей карты на счет деньги,18
8830,последний платеж,18
6972,застряла застряла карта в банкомате,16
10852,нужно узнать поступили ли карты на деньги а деньги на карту,23
2534,вопросы по действующим кредиту,5
8550,вопрос по зачислению денег на карту,18
11394,на получения кредита вам отправить,24
4369,а есть смски карта,9
2181,от,4
2513,так остаток по кредиту,5
11581,меня интересует то что вот я сейчас мне предложение кредит взять и сейчас пришла брать кредит мне сказали,24
796,места расположения адрес,0
13259,для юридических лиц обслуживание,35
6472,кредитные карты европе,11
3013,перевод с карты денежных средств,6
9852,алло мне нужен олег консультант,21
12348,я в терминале получил деньги не,25
9709,консультации,21
3152,заканчивается срок вклада не хочу с,7
688,адреса банка в нижнем новгороде,0
541,карта в банкомате,0
11672,получили,24
11881,я хочу узнать по кредиту,24
6609,город доллара,12
3893,неверно и пароль вот,8
1765,мне позвонили с чем,3
588,отделение на часов поиск и,0
3919,восстановление пароля в интернет банк,8
5476,за ль на девяносто,10
7601,гск карта,18
9301,мы хотели узнать перевели ли деньги на карточку нашел,18
12127,ну на это узнать на получение кредита вот,24
8003,какой баланс на,18
3949,подключение он лайн банка,8
3238,меня интересует вот просрочен просроченный какая задолженности у меня по карте,7
8674,от действующей карт,18
912,пришла смс с кодом что можно прийти в отделение банка показатель смс код,0
7645,кредит у меня уже хочу кредит и бланки изъята идут кредит платим ну двести неснижаемый алло алло,18
7560,узнать поступление денег на счет,18
4639,ну у нас перевод не проходит,9
9723,связь с оператором,21
5013,не меня плачу мне был такого,9
11961,получение и получении кредита пенсионерам,24
4191,не выдает работы в интернет банке,8
12092,мне нужно получить кредит,24
5512,да мне бы предложений с вашего банка по кредиту,10
4675,с карточки на,9
11463,мне пришло смс для получения кредита пришли,24
11324,хочу узнать про свой кредит,24
12432,алло здравствуйте алло,27
8301,я неправильно отправлен платеж,18
11421,мне прислали под на получение кредита я бы хотел бы поинтересоваться что это такое и зачем,24
2776,какой процент по павлов помочь сумму по кредиту по по у вас,5
13013,открытие расчетных счетов юридических лиц,31
9726,консультация,21
12431,здравствуйте мы,27
4326,своего телефона по тел,9
8594,не пришел пин код мне нужно его,18
13158,я хочу узнать номер счета своего,32
12935,открытие счета юридическим лицам,31
10904,потерял карточку надо заблокировать,23
2907,в каких банках можно оплачивать вас кредит,5
11277,получение по получению,24
4262,почему на карте,9
7217,вот меня интересует вопрос по по пополнению кода,17
328,новый в офис на это пишет сорок шесть деньги а где расположены ближайшее метро,0
2730,платеж по ипотеке,5
3400,послал просрочка меня,7
13133,мне расчетный счет вот карточки моей номер карточки,32
3079,перевод денег с карты на карте,6
2749,алло досрочное погашение кредита,5
7902,уточнить судьбу платежа,18
11631,информация по кредит,24
11313,при заключении кредита что гражданина выдает то кредитный договор или анкета заявлении,24
3981,не могу зайти интернет банк,8
3554,счета в интернет банке,8
11833,уточнить,24
4467,меня интересует смс уведомление на банковская карта,9
12259,у меня вопрос по кредиту я хотел бы узнать действительна или мне его одобрили и мне бы свои код по смс,24
1586,да нет вы мне звонили,3
2711,действующей и кредит,5
1772,вы звонили я перезваниваю,3
11144,получение кредита платы раз повторяю,24
11654,я хочу взять кредит в вашем банке,24
10596,платежное поручение дня,22
1169,режим работы доп офис на технических,0
2439,хочу перевести оплату на конец месяца,5
4225,алло,9
4874,что газбанк что карта,9
1949,меня мне звонили,3
4281,сумма по карте,9
2417,по поводу действующего кредита а страховки об утрате подавали претензии,5
3588,работа в интернет банке,8
2080,сберегательный сертификат,4
13154,смена номер для расчетного счета,32
7994,я бы хотел узнать баланс карт,18
409,меня интересует можно ли снять доллары в банкомате а банк,0
3320,хочу узнать по своей задолженности,7
7073,алло не а банкомат отключился деньги не выдает,16
304,мне нужно адрес узнать,0
915,а деньги а я отделения банка,0
128,меня интересует если городе томске отделение в филиал вашего банка,0
9278,смогу ли я оплачивать картой,18
5724,не нет кредита,10
170,нас интересует мы сделали запрос насчет как долго николай васильева там рядом со мной себе как бы муж,0
11795,получение кредите,24
1252,меня интересует где вы находитесь месту,0
7416,по не действующей карточки давайте мне бы с оператором,18
6590,сколько сколько будет у меня денег если я десять тысяч доллара по меня я сегодня в вашем банке,12
9407,меня интересует кредит кредитная карточка,19
9233,получить к,18
9405,алло что за кредит,19
7290,я не могу отправить это первое платеж,18
10666,я заказывала новую карточку хотел узнать пришла она или нет банк,23
10617,не отправляется платежных поручений,22
11186,кредит взять,24
3383,я хотела чтоб меня соединили с отделом по длительные задолженности,7
298,узнать номер телефона ближайшего банка урал связаться с карты,0
11970,хочу уточнить информации для получения кредита,24
5597,состояние счета по кредиту,10
903,телефона в амурского филиала,0
12795,здравствуйте здравствуйте я подавала заявку на открытие расчетного счета,31
3026,получить деньги по переводу золотая корона,6
1988,оценка по срочному вкладу надо,4
1545,мне сейчас только был звонок с вашего банка,3
3312,здравствуйте заканчивается,7
3895,нужна ваша помощь чтобы зайти в интернет банк,8
3186,общая задолженность кредита,7
12717,нет не хотел бы снять проценты с ней счете,29
9387,не работает кредитная карта,19
9205,деньги на телефон не пришли,18
6733,покупка валюты,14
6736,поменять валюту,14
10817,нет хотел получить карту новую,23
10907,по текущий карте у меня вопрос нет у меня карта нет я получил а это мы урал банка,23
5768,по кредиту по алло алло,10
797,местонахождение банка на станции код,0
3809,продолжен пожалуйста оставайтесь на линии якобы лицензий в кассе нет ли в налоговом давай,8
10053,связаться с консультантом хотел бы,21
3082,перевод денежных средств на другую карту,6
4863,алло в терминале,9
3156,задолжность,7
1120,дополнительный офис парка вы,0
9150,действующей карта лимит,18
225,меня интересует местоположение банка в городе второго,0
10060,та та специалиста,21
12668,нет мне приходило ту же смска что деньги на поле чтоб приходило сообщение что из возможность кредитную карту открыть жену получить,28
7031,банкомат не вернул карту,16
11300,хотел бы узнать прошел прошел платеж по кредиту или нет,24
714,я говорю банкомат мне нужен,0
10897,узнать готовность оформление карта,23
2559,а мне пришло сообщение что я должна погасить задолженность по кредитному договору я никакой кредит ни то что было,5
13063,номер расчетного счета,32
4849,не поняла вот,9
9286,и но платежа,18
1661,мне звонили мне звонили в одиннадцать пятьдесят шесть,3
6263,меня интересует кредит потребительский,10
496,а скажите пожалуйста в это в городе ижевске банкомат работает нет,0
8413,баланс по лицевому счету,18
11794,одобрили заявку или нет на кредит,24
4836,да вашем банке да,9
5892,меня одобрили кредит или нет,10
1191,соедините пожалуйста с офисом на один диске екатеринбург,0
11044,я подал заявку на кредит,24
9950,с оператором свяжите меня,21
1737,да бы мне только что сейчас звонили вот,3
2932,погашение кредита переплаты,5
5110,а процент на карте ежемесячно узнать,9
5070,хочу выяснить этот вопрос,9
9038,о рождении я код доступа на счет,18
10315,с диспетчером,21
12079,я хотела узнать до скольки лет даете кредит,24
8115,карте вот ни по карту у меня по что в по счету,18
8595,меня интересует моя дебетовая счет дебетовая карта,18
13324,операционный день для юрлиц,35
3133,я в том году в феврале полностью закрылся задолженность досрочно погасил,7
4663,карта по,9
6277,пенсионер для кредита для пенсионеров,10
5340,кредит был,10
6236,документы для кредита,10
13321,юридических лиц,35
12283,не работает терминал,25
11209,на получить кредит на получение карты,24
3212,мне нужно рассчитать сумму долга по кредиту,7
12860,серов к расчетного счета,31
1426,меня интересует а сегодня был звонок по поводу когда она у меня кредит,3
8169,максимально мидлет снятии наличных с карты,18
3970,юридический отдел лиц к ним,8
12119,по платежу я хотела бы узнать почему разница больше получила,24
1694,был звонок на этот номер,3
6177,а то я не поняла банк кредите,10
6822,обмен валюты да игорь,14
1272,поводу денег по акциям,1
3580,интернет банк лайн,8
8487,вопрос по пользованию карта,18
6077,вида,10
6222,заявочку на кредит,10
12167,здравствуйте я хотел узнать вот мне одобрили кредит,24
11427,кредит заявка на кредит,24
677,по какому адресу вы находитесь,0
9664,меня интересует процент я хочу открыть вклад в вашем банке,20
5290,алло да,10
9893,как можно все специалиста,21
8906,отправила деньги на другой счет все еще они не приходит,18
12333,замена терминал,25
6170,мы ипотеку,10
2305,вопрос по вкладам и счета,4
4628,меня интересует меня интересует дебитора карта,9
11827,я хочу взять у вас кредит так мне не,24
5822,вот по кредиту,10
8383,сколько нужно заплатить не закрыть,18
10225,хочу услышать оператора,21
771,адрес банка в с выгодой алло,0
9551,я б было с положил денежку на свой к вам вклады сделал но я хочу знать процентная ставка,20
7335,пополнение карточки на счету,18
5689,рефинансирование кредита,10
7948,второй раз приходит смс сообщение о том что с моей картой пытаются произвести покупку на карте,18
3336,вопрос все год да вопрос такой как мне это пришла эта приходит смска что бы вы с задолженность с банком,7
5987,по кредитам формат,10
204,отделения в отделение банка,0
6574,раз курс доллара,12
11946,ну я хотел взять у вас кредит я пенсионер под какие проценты вы даете какие суммы можно деньги,24
4586,карта максим,9
4840,по день то по карте,9
5195,алло нет кредита,10
1085,интересует адрес банка в городе уфа,0
10709,а по оформила карта в вашем банке,23
11973,я сегодня подавал заявку на кредит,24
8309,платеж где доходит блядь,18
3132,задолженность задолженность по кредиту,7
4025,он лайн кабинет,8
8004,я пришел код на карту,18
5687,по поводу экспресс кредита,10
9334,к карте были деньги за кредит,19
10575,мы не можем человек,21
97,меня интересует как попасть в офис на улице ленинском,0
2190,а меня интересует ставки по вкладам,4
5276,да алло у меня уже вы прислали смс банк я по интернету,10
7232,пополнение вклада идет мне,17
113,интересует там отделения банка,0
1906,мне звонил мне прислали от ой до,3
203,скажите где находится в ростове на дону ваш банк куда мне подайте,0
9,мне надо связаться с доп офисом,0
5444,общие сумма,10
12945,вопрос по расчетного счета для индивидуального предпринимателя,31
11954,кредит узнать услуг,24
5374,по автокредиту,10
5927,ипотека личный,10
6374,какие документы надо,10
12225,оставляла заявку на кредит звоню,24
4813,на карта,9
666,где находится а по адресу банк город санк,0
8567,я бы хотел узнать почему не я положить на карточку деньги,18
5985,да да ипотека,10
7535,по поводу карты,18
11236,вчера сообщение пришло на двадцать что я могу до него получать кредит,24
12307,почему то не работает у меня терминал показать ошибку,25
3894,опиф,8
10369,консультация по вложении денег банкомат,21
6108,так пенсионер,10
13176,я сегодня перевела с расчетного счета на карту деньги и меня интересует как в течение какого времени они будут на карте,32
9428,меня интересует кредит и кредитные карты,19
5361,по поводу кредитные кредит,10
10604,меня интересуют вернут и платежное поручение на нашем,22
10542,здравствуйте мне бы связаться с оператором,21
13132,на расчетный счет,32
11808,по поводу заявки на кредит можно как то узнать,24
5390,а до по кредиту,10
5920,кредит ресепшн,10
12546,алло здравствуйте я по поводу то истекает срок по к операции ключей мне нужно продлить,27
2095,все не вклада,4
1945,мне звонил персональный менеджер по вопросу кредитования,3
6504,приблизительно,11
5123,мне по карте,9
12531,здравствуйте хотел,27
10686,меня интересует карта открыта и под какие проценты на выдается,23
3775,установление пароля,8
7254,получение зарплатной карты,18
3084,переводы денежных,6
5384,интересует потребительский кредит,10
10248,а я хочу поговорить с оператором мне сейчас звонили я уже третий день добрый день как я не могу это самое узнать,21
9106,забыла пин код от карты,18
2502,текущий кредит,5
3307,под мне смска пришла второй февраля вас такая задолженность двести семьдесят два рубля,7
920,адреса отделений в городе саратове,0
10395,оператор нужен консультант,21
1081,отделение банка само,0
4038,отключить рекламы у вас,8
7015,банкомат не работает кому можно обратиться,16
6670,хочу купить две тысячи евро,13
8510,мне нужно платить,18
9116,как получить зарплатную карту,18
9648,процент по вкладам праздничных открытие вкладов,20
1037,застряла и не прошла операция,0
6348,ушли,10
3454,цифровой логин,8
12909,меня интересует сколько стоит открыть счет,31
1079,с банкомата,0
5166,и карте,9
10762,на надо что по могли перевод на сделать карты на карту,23
13192,сколько стоит комиссия для перевода физическому лицу,33
4432,карта мне интересе,9
9208,начисление по карте,18
8092,мне прислали смс кодом,18
1895,мне звонили по этому телефону,3
1181,алло банкомат в городе старый оскол,0
1874,алло мне звонил,3
6937,банкомат забрал карту,16
12434,здравствуйте скажите пожалуйста,27
1701,ну я вообще то что звонка уже от вас с результатам,3
10118,консультантом десяти да,21
11086,информация по действующим кредит узнать это здесь кредит,24
3737,служба техподдержка,8
9335,и я в кредит,19
1147,меня интересует работает ли филиала отделения банка в городе каспийске воскресенье,0
9222,у меня действующая карта,18
429,регионах город иркутск иркутская область находятся в городе ангарске банк уралсиб,0
9834,общение с оператором,21
8015,карточку надо вас разблокировать,18
10587,я хотела спросить платежное поручение,22
6568,меня интересует курс продажи доллара на сегодня и наличии,12
2492,оплата кредита действующего,5
3946,интернет банк юридического лица,8
6002,блин кредит или нет,10
5271,ну грубо да вот смска пришла блин с утра вот договора приходили банк,10
9966,алло консультант,21
8521,здравствуйте хотелось бы узнать мы перевели счета на счет и смс не поступило еще,18
12112,хотела бы узнать когда следующих платеж по кредиту у меня,24
215,денежный не банкомат у вас в районе город коми,0
8128,меня интересует разблокировать,18
2773,сколько платить уже кредит,5
5581,кредит пенсионный,10
1549,у меня пропущенный звонок с вашего номер,3
5207,по кредиту,10
2068,да обслуживание вклада,4
2993,подтвердить за перевод денег,6
3148,задолженность,7
12261,да кредит взять,24
1135,работает ли банкомат на взнос наличными,0
700,банк до скольки работает,0
12180,могу ли я сегодня подъехать оформить заявку на кредит,24
3933,интернет банк опять,8
13312,расчет расчетное обслуживание юридического лица,35
7715,платеж по карте платеж по,18
5038,я держатель карты,9
12368,у нас терминал,25
6874,какой курс,14
12680,заявку на кредитную карту,28
7428,заявка на снятия наличных,18
9379,продление кредитной карты,19
1408,мне позвонили я не знаю,3
12000,нам одобрили кредит а везде и нам как о нам получить,24
281,так отделение город курс,0
7677,пришла смска что на к там на какой то карте минус восемьдесят пять тысяч каким узнать,18
7269,баланс карты,18
3275,долг,7
5829,алло потребительский кредит,10
5065,интересно одобрена заявка ведение,9
4862,карточка зарплатная,9
10189,хотели бы связаться с специалистом,21
9886,не не не с оператором,21
6280,по кредитам,10
11677,я хотел бы узнать насчет кредита,24
11192,по действующим кредиту хочу узнать информацию,24
4622,об любого,9
12262,получить на,24
4059,банковская гарантия для юрлица,8
5218,офз кредита,10
8950,а со счета с моего списана были была сумма две тысячи рублей,18
4550,вопрос не по карте,9
1671,меня ничего не интересует мне просто был звонок пропущенный в рамках банка,3
1334,заблокировали счет,2
3673,алло кабинет,8
12072,хочу проверить статус заявки по кредиту,24
6760,нужно узнать обмен валют курсы,14
3436,аккредитив,8
482,адрес банкомата который работает,0
1593,надо отключить автодор звонок чтобы ко мне не звонили,3
10476,консультация вопросы,21
11552,усилия позвонить по уточнение окна кредита,24
10051,связаться с специалистом банка,21
3078,он лайн перевод денег с карты на карту,6
7353,как отправить платеж,18
6963,банкомат не работает не могу снять не никакой карта не читает,16
4598,я про,9
2086,перевод со вклада,4
1936,одну никаких отношении абсолютно никаких отношений с вашим банком позвонили сказали что на мое имя,3
10857,хочу завести новых карт,23
10933,для получения кредита,24
2769,у меня платеж,5
417,не знаю можно найти,0
2032,вклады меня интересует,4
1777,да мне звонили,3
6039,ваш по кредиту,10
1627,вы мне с вами позвонили мне с вами позвонили я нечаянно по всего телефон и в по набираю чтобы хотели б меня,3
8968,оператора могу услышать,18
6485,не слышно,11
7306,не отправили код и написали что,18
2775,алло нас платежа по кредиту,5
3763,мне нужна прислать пароль на интернет банк,8
3194,же задолженность по кредиту,7
7575,а как разблокировать карту зарплатную,18
2027,отзыв депозит да,4
9052,как можно ли платеж,18
12990,вот положил хотим у вас открыть счет,31
7011,банкомат деньги забрал чек не дает и карточку брат говорун,16
6804,в г вклад валютный,14
12015,я хочу узнать как мне взять кредит,24
651,по какому адресу находятся,0
11114,какие документы может получить кредит,24
1253,нет нет у меня есть кредит на мне выдали перевели еще как сказать перед кредит акции,1
9421,я не могу по кредитной карте заплатить банком в альфа банке,19
11168,мне бы это по кредиту я хотела бы консультацию,24
5537,мучение кредит,10
10326,оператор можно сегодня,21
8663,по действующей карт,18
6084,мне необходимо сделать дубликат кредит он был утерян,10
2874,я досрочно заплатила кредит и,5
4322,как карты,9
4434,пенсионная карта интересует,9
12793,открытие расчетного счета для юрлиц,31
2579,по оплате по платежам кредита,5
3712,утеря пароля,8
7881,я хотела бы узнать можно с карты перевести деньги на счет мобильного телефона,18
576,удержал,0
3163,меня заканчивается срок действия,7
7897,размер снятия наличных,18
10501,связь диспетчер,21
6877,меня интересует информация курс валюты,14
11066,кредит хочу взять кредит,24
4526,вопрос,9
10600,оформление платежном поручении для налогов,22
10551,консультация по расчетам,21
2357,вопрос по кредиту,5
6841,в рублях покупка какая,14
